UserID;ConditionID;GroupID;Timestamp;Iteration;Phase;IsPareto;PerceivedDifficultyLikert;AverageClickTimeMS;TargetSize;TargetEccentricity
-1;-1;-1;2026-04-27 10:16:38;1;sampling;FALSE;3.0;877.184;0.307;0.225
-1;-1;-1;2026-04-27 10:16:44;2;sampling;FALSE;3.0;559.132;0.37;0.063
-1;-1;-1;2026-04-27 10:16:49;3;sampling;FALSE;3.0;422.115;0.338;0.03
-1;-1;-1;2026-04-27 10:16:54;4;sampling;FALSE;3.0;849.496;0.315;0.339
-1;-1;-1;2026-04-27 10:16:58;5;sampling;FALSE;3.0;678.796;0.327;0.273
-1;-1;-1;2026-04-27 10:17:05;6;sampling;FALSE;3.0;756.12;0.369;0.389
-1;-1;-1;2026-04-27 10:17:10;7;sampling;FALSE;3.0;793.588;0.379;0.644
-1;-1;-1;2026-04-27 10:17:15;8;sampling;FALSE;3.0;878.291;0.32;0.634
-1;-1;-1;2026-04-27 10:17:22;9;sampling;FALSE;3.0;514.716;0.305;0.005
-1;-1;-1;2026-04-27 10:17:28;10;sampling;FALSE;3.0;812.909;0.373;0.248
-1;-1;-1;2026-04-27 10:17:48;11;optimization;FALSE;3.0;428.63;0.327;0.0
-1;-1;-1;2026-04-27 10:18:00;12;optimization;TRUE;3.0;345.428;0.345;0.0
-1;-1;-1;2026-04-27 10:18:15;13;optimization;FALSE;3.0;969.002;0.3;1.0
-1;-1;-1;2026-04-27 10:18:29;14;optimization;FALSE;3.0;1226.883;0.4;1.0
-1;-1;-1;2026-04-27 10:18:52;15;optimization;FALSE;3.0;418.589;0.4;0.0
-1;-1;-1;2026-04-27 10:18:57;16;finaldesign;NULL;3;353.948;0.345;0
