UserID;ConditionID;GroupID;Timestamp;Iteration;Phase;IsPareto;PerceivedDifficultyLikert;AverageClickTimeMS;TargetSize;TargetEccentricity
-1;-1;-1;2026-04-26 01:16:18;1;sampling;FALSE;3.0;677.835;0.307;0.225
-1;-1;-1;2026-04-26 01:16:24;2;sampling;FALSE;3.0;591.318;0.37;0.063
-1;-1;-1;2026-04-26 01:16:30;3;sampling;FALSE;3.0;537.507;0.338;0.03
-1;-1;-1;2026-04-26 01:16:34;4;sampling;FALSE;3.0;766.837;0.315;0.339
-1;-1;-1;2026-04-26 01:16:38;5;sampling;FALSE;3.0;665.854;0.327;0.273
-1;-1;-1;2026-04-26 01:16:42;6;sampling;FALSE;3.0;673.153;0.369;0.389
-1;-1;-1;2026-04-26 01:16:48;7;sampling;FALSE;3.0;954.386;0.379;0.644
-1;-1;-1;2026-04-26 01:16:54;8;sampling;FALSE;3.0;1044.696;0.32;0.634
-1;-1;-1;2026-04-26 01:16:59;9;sampling;TRUE;3.0;466.775;0.305;0.005
-1;-1;-1;2026-04-26 01:17:03;10;sampling;FALSE;3.0;790.208;0.373;0.248
-1;-1;-1;2026-04-26 01:17:11;11;sampling;FALSE;3.0;641.668;0.397;0.079
-1;-1;-1;2026-04-26 01:17:16;12;sampling;FALSE;3.0;782.984;0.355;0.525
-1;-1;-1;2026-04-26 01:17:22;13;sampling;FALSE;3.0;826.831;0.367;0.827
-1;-1;-1;2026-04-26 01:17:28;14;sampling;FALSE;3.0;630.16;0.332;0.099
-1;-1;-1;2026-04-26 01:17:37;15;sampling;FALSE;3.0;993.164;0.344;0.644
-1;-1;-1;2026-04-26 01:17:47;16;optimization;FALSE;3.0;473.427;0.3;0.0
-1;-1;-1;2026-04-26 01:18:03;17;optimization;FALSE;3.0;974.968;0.3;1.0
-1;-1;-1;2026-04-26 01:18:19;18;optimization;FALSE;3.0;540.258;0.3;0.026
-1;-1;-1;2026-04-26 01:18:34;19;optimization;FALSE;3.0;896.861;0.4;1.0
-1;-1;-1;2026-04-26 01:18:44;20;optimization;FALSE;3.0;480.952;0.33;0.0
-1;-1;-1;2026-04-26 01:18:50;21;finaldesign;NULL;3;435.745;0.305;0.005
