UserID;ConditionID;GroupID;Timestamp;Iteration;Phase;IsPareto;PerceivedDifficultyLikert;AverageClickTimeMS;TargetSize;TargetEccentricity
-1;-1;-1;2026-04-09 03:11:52;1;sampling;TRUE;13.0;1066.71;0.307;0.225
-1;-1;-1;2026-04-09 03:11:59;2;sampling;TRUE;5.0;898.21;0.37;0.063
-1;-1;-1;2026-04-09 03:12:06;3;sampling;TRUE;2.0;747.897;0.338;0.03
-1;-1;-1;2026-04-09 03:12:14;4;sampling;FALSE;14.0;1213.62;0.315;0.339
-1;-1;-1;2026-04-09 03:12:21;5;sampling;FALSE;14.0;1104.617;0.327;0.273
-1;-1;-1;2026-04-09 03:12:36;6;optimization;TRUE;12.0;940.735;0.4;0.301
-1;-1;-1;2026-04-09 03:12:53;7;optimization;TRUE;19.0;1101.466;0.4;0.642
-1;-1;-1;2026-04-09 03:13:09;8;optimization;FALSE;19.0;1239.876;0.326;0.716
-1;-1;-1;2026-04-09 03:13:22;9;optimization;FALSE;18.0;1227.643;0.4;0.757
-1;-1;-1;2026-04-09 03:13:33;10;optimization;FALSE;18.0;1181.989;0.3;0.63
-1;-1;-1;2026-04-09 03:13:42;11;finaldesign;NULL;10;880.692;0.4;0.301
