UserID;ConditionID;GroupID;Timestamp;Iteration;Phase;IsBest;Similarity;Color-Red;Color-Green;Color-Blue
-1;-1;-1;2026-04-04 23:31:01;1;sampling;TRUE;3.0;0.068;0.225;0.699
-1;-1;-1;2026-04-04 23:31:08;2;sampling;FALSE;1.0;0.063;0.375;0.03
-1;-1;-1;2026-04-04 23:31:13;3;sampling;FALSE;1.0;0.147;0.339;0.27
-1;-1;-1;2026-04-04 23:31:17;4;sampling;FALSE;1.0;0.273;0.69;0.389
-1;-1;-1;2026-04-04 23:31:22;5;sampling;FALSE;1.0;0.786;0.644;0.202
-1;-1;-1;2026-04-04 23:31:26;6;sampling;FALSE;2.0;0.634;0.055;0.005
-1;-1;-1;2026-04-04 23:31:31;7;sampling;FALSE;3.0;0.725;0.248;0.969
