UserID;ConditionID;GroupID;Timestamp;Iteration;Phase;IsPareto;PerceivedDifficultyLikert;AverageClickTimeMS;TargetSize;TargetEccentricity
-1;-1;-1;2026-04-27 10:24:58;1;sampling;FALSE;10.5;940.752;0.307;0.225
-1;-1;-1;2026-04-27 10:25:02;2;sampling;FALSE;10.5;785.446;0.37;0.063
-1;-1;-1;2026-04-27 10:25:06;3;sampling;FALSE;10.5;502.092;0.338;0.03
-1;-1;-1;2026-04-27 10:25:10;4;sampling;FALSE;10.5;785.526;0.315;0.339
-1;-1;-1;2026-04-27 10:25:14;5;sampling;FALSE;10.5;802.202;0.327;0.273
-1;-1;-1;2026-04-27 10:25:18;6;sampling;FALSE;10.5;719.149;0.369;0.389
-1;-1;-1;2026-04-27 10:25:22;7;sampling;FALSE;10.5;767.418;0.379;0.644
-1;-1;-1;2026-04-27 10:25:27;8;sampling;FALSE;10.5;832.754;0.32;0.634
-1;-1;-1;2026-04-27 10:25:29;9;sampling;TRUE;10.5;353.564;0.305;0.005
-1;-1;-1;2026-04-27 10:25:33;10;sampling;FALSE;10.5;779.172;0.373;0.248
-1;-1;-1;2026-04-27 10:25:37;11;sampling;FALSE;10.5;547.703;0.397;0.079
-1;-1;-1;2026-04-27 10:25:41;12;sampling;FALSE;10.5;857.611;0.355;0.525
-1;-1;-1;2026-04-27 10:25:45;13;sampling;FALSE;10.5;837.755;0.367;0.827
-1;-1;-1;2026-04-27 10:25:50;14;sampling;FALSE;10.5;642.085;0.332;0.099
-1;-1;-1;2026-04-27 10:25:55;15;sampling;FALSE;10.5;981.191;0.344;0.644
-1;-1;-1;2026-04-27 10:26:09;16;optimization;FALSE;10.5;726.916;0.317;0.0
-1;-1;-1;2026-04-27 10:26:24;17;optimization;FALSE;10.5;418.912;0.4;0.0
-1;-1;-1;2026-04-27 10:26:39;18;optimization;FALSE;10.5;959.028;0.3;1.0
-1;-1;-1;2026-04-27 10:26:54;19;optimization;FALSE;10.5;851.15;0.4;1.0
-1;-1;-1;2026-04-27 10:27:06;20;optimization;FALSE;10.5;374.797;0.3;0.0
-1;-1;-1;2026-04-27 10:27:13;21;finaldesign;NULL;10.5;424.866;0.305;0.005
