UserID;ConditionID;GroupID;Timestamp;Iteration;Phase;IsPareto;task_completion_time;accuracy;mental_demand;circle_size;circle_distance;movement_direction
-1;-1;-1;2026-05-03 14:10:40;1;sampling;FALSE;14538.246;90.909;3.0;45.477;341.245;125.853
-1;-1;-1;2026-05-03 14:11:02;2;sampling;FALSE;18149.494;100.0;3.0;45.007;422.713;5.476
-1;-1;-1;2026-05-03 14:11:23;3;sampling;FALSE;16157.639;100.0;3.0;51.79;402.812;48.628
-1;-1;-1;2026-05-03 14:11:47;4;sampling;FALSE;19973.26;90.909;3.0;61.805;592.623;70.056
-1;-1;-1;2026-05-03 14:12:04;5;sampling;FALSE;13435.691;90.909;3.0;102.901;568.012;36.311
-1;-1;-1;2026-05-03 14:12:18;6;sampling;FALSE;8787.445;100.0;3.0;90.684;249.555;0.932
-1;-1;-1;2026-05-03 14:12:30;7;sampling;FALSE;7704.849;100.0;3.0;98.031;353.85;174.401
-1;-1;-1;2026-05-03 14:12:47;8;sampling;FALSE;11251.281;100.0;3.0;46.309;515.741;94.514
-1;-1;-1;2026-05-03 14:13:04;9;sampling;FALSE;13389.252;100.0;3.0;93.508;666.757;57.234
-1;-1;-1;2026-05-03 14:13:19;10;sampling;FALSE;10697.342;90.909;3.0;47.929;459.339;116.002
-1;-1;-1;2026-05-03 14:14:21;11;optimization;FALSE;35192.64;100.0;3.0;96.821;378.729;122.67
-1;-1;-1;2026-05-03 14:14:56;12;optimization;FALSE;8274.994;100.0;3.0;99.394;668.745;180.0
-1;-1;-1;2026-05-03 14:15:28;13;optimization;TRUE;6765.899;100.0;3.0;110.184;228.977;179.545
-1;-1;-1;2026-05-03 14:16:05;14;optimization;FALSE;7778.259;100.0;3.0;119.012;760.0;171.169
-1;-1;-1;2026-05-03 14:16:49;15;optimization;FALSE;15167.572;83.333;3.0;116.986;760.0;0.0
-1;-1;-1;2026-05-03 14:17:03;16;finaldesign;NULL;8483.643;100;3;110.184;228.977;179.545
