UserID;ConditionID;GroupID;Timestamp;Iteration;Phase;IsPareto;task_completion_time;accuracy;mental_demand;circle_size;circle_distance;movement_direction
-1;-1;-1;2026-04-27 12:27:24;1;sampling;FALSE;13002.815;100.0;50.0;45.477;341.245;125.853
-1;-1;-1;2026-04-27 12:27:38;2;sampling;FALSE;9289.482;100.0;50.0;45.007;422.713;5.476
